480,-0.9259259259259259
484,-0.9259259259259259
488,-0.9259259259259259
728,51.85185185185185
732,51.85185185185185
736,51.85185185185185
744,51.85185185185185
748,51.85185185185185
1028,176.85185185185185
1032,176.85185185185185
1036,176.85185185185185
1040,176.85185185185185
1044,176.85185185185185
1048,176.85185185185185
1052,176.85185185185185
1056,176.85185185185185
1060,176.85185185185185
1064,176.85185185185185
1068,176.85185185185185
1252,229.62962962962962
1256,229.62962962962962
1260,229.62962962962962
1264,229.62962962962962
1268,229.62962962962962
1272,229.62962962962962
1276,229.62962962962962
1280,229.62962962962962
1284,229.62962962962962
1288,229.62962962962962
1292,229.62962962962962
1296,229.62962962962962
1300,229.62962962962962
1304,229.62962962962962
1308,229.62962962962962
1312,229.62962962962962
1316,229.62962962962962
1320,229.62962962962962
1324,229.62962962962962
1328,229.62962962962962
1332,229.62962962962962
1336,229.62962962962962
1340,229.62962962962962
1344,229.62962962962962
1348,229.62962962962962
1352,229.62962962962962
1356,229.62962962962962
1360,229.62962962962962
1364,229.62962962962962
1368,229.62962962962962
1372,229.62962962962962
1376,229.62962962962962
1380,229.62962962962962
1384,229.62962962962962
1388,229.62962962962962
1392,229.62962962962962
1584,243.51851851851853
1588,243.51851851851853
1592,243.51851851851853
1596,243.51851851851853
1600,243.51851851851853
1604,243.51851851851853
1608,243.51851851851853
1612,243.51851851851853
1616,243.51851851851853
1620,243.51851851851853
1624,243.51851851851853
1628,243.51851851851853
1632,243.51851851851853
1636,243.51851851851853
1640,243.51851851851853
1644,243.51851851851853
1648,243.51851851851853
1652,243.51851851851853
1656,243.51851851851853
1660,243.51851851851853
1664,243.51851851851853
1668,243.51851851851853
1672,243.51851851851853
1676,243.51851851851853
1852,210.1851851851852
1856,210.1851851851852
1860,210.1851851851852
1864,210.1851851851852
1868,210.1851851851852
1872,210.1851851851852
1876,210.1851851851852
1880,210.1851851851852
1884,210.1851851851852
1888,210.1851851851852
1892,210.1851851851852
1896,210.1851851851852
1900,210.1851851851852
1904,210.1851851851852
1908,210.1851851851852
1912,210.1851851851852
1916,210.1851851851852
1920,210.1851851851852
1924,210.1851851851852
1928,210.1851851851852
1932,210.1851851851852
1936,210.1851851851852
1940,210.1851851851852
1944,210.1851851851852
1948,210.1851851851852
1952,210.1851851851852
1956,210.1851851851852
1960,210.1851851851852
1964,210.1851851851852
1968,210.1851851851852
2164,237.96296296296296
2168,237.96296296296296
2172,237.96296296296296
2176,237.96296296296296
2180,237.96296296296296
2184,237.96296296296296
2188,237.96296296296296
2192,237.96296296296296
2196,237.96296296296296
2200,237.96296296296296
2204,237.96296296296296
2208,237.96296296296296
2212,237.96296296296296
2216,237.96296296296296
2220,237.96296296296296
2224,237.96296296296296
